open,high,low,close,change,volume,amount,position,DATE,CLOSE,OPEN,HIGH,LOW
98.14,98.32,98.14,98.32,0.0,1.0,983199.0,850.0,2018-07-11 09:20:00,98.32,98.14,98.32,98.14
98.32,98.32,98.32,98.32,0.0,0.0,0.0,850.0,2018-07-11 09:25:00,98.32,98.32,98.32,98.32
98.32,98.32,98.32,98.32,0.0,0.0,0.0,850.0,2018-07-11 09:30:00,98.32,98.32,98.32,98.32
98.32,98.32,98.31,98.31,-0.009999999999990905,1.0,983101.0,850.0,2018-07-11 09:35:00,98.31,98.32,98.32,98.31
98.31,98.31,98.31,98.31,0.0,0.0,0.0,850.0,2018-07-11 09:40:00,98.31,98.31,98.31,98.31
98.31,98.31,98.25,98.25,-0.060000000000002274,3.0,2948050.0,851.0,2018-07-11 09:45:00,98.25,98.31,98.31,98.25
98.25,98.25,98.25,98.25,0.0,0.0,0.0,851.0,2018-07-11 09:50:00,98.25,98.25,98.25,98.25
98.25,98.25,98.205,98.205,-0.045000000000001705,1.0,982050.0,852.0,2018-07-11 09:55:00,98.205,98.25,98.25,98.205
98.205,98.205,98.205,98.205,0.0,0.0,0.0,852.0,2018-07-11 10:00:00,98.205,98.205,98.205,98.205
98.205,98.205,98.205,98.205,0.0,0.0,0.0,852.0,2018-07-11 10:05:00,98.205,98.205,98.205,98.205
98.205,98.205,98.205,98.205,0.0,0.0,0.0,852.0,2018-07-11 10:10:00,98.205,98.205,98.205,98.205
98.205,98.205,98.205,98.205,0.0,0.0,0.0,852.0,2018-07-11 10:15:00,98.205,98.205,98.205,98.205
98.205,98.215,98.205,98.215,0.010000000000005116,5.0,4910700.0,856.0,2018-07-11 10:20:00,98.215,98.205,98.215,98.205
98.215,98.215,98.21,98.21,-0.005000000000009663,5.0,4910500.0,861.0,2018-07-11 10:25:00,98.21,98.215,98.215,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,861.0,2018-07-11 10:30:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,861.0,2018-07-11 10:35:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,1.0,982100.0,862.0,2018-07-11 10:40:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 10:45:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 10:50:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 10:55:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 11:00:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 11:05:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 11:10:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 11:15:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 11:20:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 11:25:00,98.21,98.21,98.21,98.21
98.21,98.21,98.21,98.21,0.0,0.0,0.0,862.0,2018-07-11 11:30:00,98.21,98.21,98.21,98.21
98.21,98.21,98.19,98.19,-0.01999999999999602,1.0,981900.0,863.0,2018-07-11 13:05:00,98.19,98.21,98.21,98.19
98.19,98.19,98.19,98.19,0.0,0.0,0.0,863.0,2018-07-11 13:10:00,98.19,98.19,98.19,98.19
98.19,98.19,98.19,98.19,0.0,0.0,0.0,863.0,2018-07-11 13:15:00,98.19,98.19,98.19,98.19
98.19,98.24,98.19,98.24,0.04999999999999716,1.0,982400.0,863.0,2018-07-11 13:20:00,98.24,98.19,98.24,98.19
98.24,98.24,98.24,98.24,0.0,4.0,3929600.0,867.0,2018-07-11 13:25:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,867.0,2018-07-11 13:30:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,867.0,2018-07-11 13:35:00,98.24,98.24,98.24,98.24
98.24,98.255,98.24,98.255,0.015000000000000568,1.0,982550.0,867.0,2018-07-11 13:40:00,98.255,98.24,98.255,98.24
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 13:45:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 13:50:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 13:55:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 14:00:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 14:05:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 14:10:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 14:15:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,1.0,982550.0,867.0,2018-07-11 14:20:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 14:25:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 14:30:00,98.255,98.255,98.255,98.255
98.255,98.255,98.255,98.255,0.0,0.0,0.0,867.0,2018-07-11 14:35:00,98.255,98.255,98.255,98.255
98.25,98.28,98.25,98.28,0.025000000000005684,7.0,6879000.0,873.0,2018-07-11 14:40:00,98.28,98.25,98.28,98.25
98.28,98.28,98.275,98.275,-0.0049999999999954525,1.0,982750.0,873.0,2018-07-11 14:45:00,98.275,98.28,98.28,98.275
98.275,98.285,98.275,98.285,0.009999999999990905,5.0,4914200.0,877.0,2018-07-11 14:50:00,98.285,98.275,98.285,98.275
98.31,98.31,98.28,98.28,-0.0049999999999954525,3.0,2949000.0,880.0,2018-07-11 14:55:00,98.28,98.31,98.31,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,880.0,2018-07-11 15:00:00,98.28,98.28,98.28,98.28
98.28,98.35,98.28,98.35,0.06999999999999318,11.0,10817950.0,889.0,2018-07-11 15:05:00,98.35,98.28,98.35,98.28
98.35,98.35,98.35,98.35,0.0,0.0,0.0,889.0,2018-07-11 15:10:00,98.35,98.35,98.35,98.35
98.35,98.355,98.35,98.355,0.005000000000009663,1.0,983550.0,888.0,2018-07-11 15:15:00,98.355,98.35,98.355,98.35
98.355,98.355,98.305,98.305,-0.04999999999999716,1.0,983050.0,888.0,2018-07-12 09:20:00,98.305,98.355,98.355,98.305
98.305,98.32,98.3,98.32,0.014999999999986358,4.0,3932300.0,889.0,2018-07-12 09:25:00,98.32,98.305,98.32,98.3
98.32,98.33,98.32,98.33,0.010000000000005116,1.0,983300.0,889.0,2018-07-12 09:30:00,98.33,98.32,98.33,98.32
98.33,98.34,98.33,98.34,0.010000000000005116,5.0,4917000.0,892.0,2018-07-12 09:35:00,98.34,98.33,98.34,98.33
98.34,98.34,98.34,98.34,0.0,0.0,0.0,892.0,2018-07-12 09:40:00,98.34,98.34,98.34,98.34
98.34,98.34,98.34,98.34,0.0,0.0,0.0,892.0,2018-07-12 09:45:00,98.34,98.34,98.34,98.34
98.34,98.34,98.305,98.305,-0.03499999999999659,3.0,2949200.0,894.0,2018-07-12 09:50:00,98.305,98.34,98.34,98.305
98.305,98.305,98.305,98.305,0.0,0.0,0.0,894.0,2018-07-12 09:55:00,98.305,98.305,98.305,98.305
98.305,98.305,98.305,98.305,0.0,0.0,0.0,894.0,2018-07-12 10:00:00,98.305,98.305,98.305,98.305
98.305,98.305,98.295,98.295,-0.010000000000005116,2.0,1965900.0,893.0,2018-07-12 10:05:00,98.295,98.305,98.305,98.295
98.295,98.315,98.295,98.315,0.01999999999999602,2.0,1966100.0,892.0,2018-07-12 10:10:00,98.315,98.295,98.315,98.295
98.315,98.315,98.28,98.28,-0.03499999999999659,5.0,4914000.0,897.0,2018-07-12 10:15:00,98.28,98.315,98.315,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,897.0,2018-07-12 10:20:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,897.0,2018-07-12 10:25:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,1.0,982800.0,898.0,2018-07-12 10:30:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,898.0,2018-07-12 10:35:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,898.0,2018-07-12 10:40:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,898.0,2018-07-12 10:45:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,898.0,2018-07-12 10:50:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,4.0,3931200.0,902.0,2018-07-12 10:55:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,902.0,2018-07-12 11:00:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,902.0,2018-07-12 11:05:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,902.0,2018-07-12 11:10:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,902.0,2018-07-12 11:15:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,902.0,2018-07-12 11:20:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,902.0,2018-07-12 11:25:00,98.28,98.28,98.28,98.28
98.28,98.28,98.28,98.28,0.0,0.0,0.0,902.0,2018-07-12 11:30:00,98.28,98.28,98.28,98.28
98.28,98.28,98.26,98.26,-0.01999999999999602,12.0,11793200.0,911.0,2018-07-12 13:05:00,98.26,98.28,98.28,98.26
98.26,98.26,98.23,98.23,-0.030000000000001137,2.0,1964800.0,910.0,2018-07-12 13:10:00,98.23,98.26,98.26,98.23
98.23,98.24,98.23,98.24,0.009999999999990905,1.0,982400.0,910.0,2018-07-12 13:15:00,98.24,98.23,98.24,98.23
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:20:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:25:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:30:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:35:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:40:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:45:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:50:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 13:55:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 14:00:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 14:05:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 14:10:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 14:15:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 14:20:00,98.24,98.24,98.24,98.24
98.24,98.24,98.24,98.24,0.0,0.0,0.0,910.0,2018-07-12 14:25:00,98.24,98.24,98.24,98.24
