open,high,low,close,change,DATE,CLOSE,OPEN,HIGH,LOW
101.13,101.145,101.075,101.075,-0.05499999999999261,2016-10-14 14:15:00,101.075,101.13,101.145,101.075
101.075,101.095,101.075,101.095,0.01999999999999602,2016-10-14 14:30:00,101.095,101.075,101.095,101.075
101.095,101.105,101.09,101.105,0.010000000000005116,2016-10-14 14:45:00,101.105,101.095,101.105,101.09
101.105,101.115,101.095,101.11,0.0049999999999954525,2016-10-14 15:00:00,101.11,101.105,101.115,101.095
101.11,101.115,101.075,101.095,-0.015000000000000568,2016-10-14 15:15:00,101.095,101.11,101.115,101.075
101.095,101.095,101.01,101.01,-0.08499999999999375,2016-10-17 09:30:00,101.01,101.095,101.095,101.01
101.01,101.04,101.005,101.02,0.009999999999990905,2016-10-17 09:45:00,101.02,101.01,101.04,101.005
101.02,101.02,100.99,100.99,-0.030000000000001137,2016-10-17 10:00:00,100.99,101.02,101.02,100.99
100.99,101.015,100.98,101.0,0.010000000000005116,2016-10-17 10:15:00,101.0,100.99,101.015,100.98
101.0,101.02,101.0,101.01,0.010000000000005116,2016-10-17 10:30:00,101.01,101.0,101.02,101.0
101.01,101.055,101.01,101.04,0.030000000000001137,2016-10-17 10:45:00,101.04,101.01,101.055,101.01
101.04,101.045,101.035,101.045,0.0049999999999954525,2016-10-17 11:00:00,101.045,101.04,101.045,101.035
101.045,101.05,101.045,101.045,0.0,2016-10-17 11:15:00,101.045,101.045,101.05,101.045
101.045,101.06,101.045,101.06,0.015000000000000568,2016-10-17 11:30:00,101.06,101.045,101.06,101.045
101.06,101.06,101.04,101.04,-0.01999999999999602,2016-10-17 13:15:00,101.04,101.06,101.06,101.04
101.04,101.055,101.04,101.055,0.015000000000000568,2016-10-17 13:30:00,101.055,101.04,101.055,101.04
101.055,101.07,101.055,101.06,0.0049999999999954525,2016-10-17 13:45:00,101.06,101.055,101.07,101.055
101.06,101.135,101.06,101.125,0.06499999999999773,2016-10-17 14:00:00,101.125,101.06,101.135,101.06
101.125,101.155,101.125,101.145,0.01999999999999602,2016-10-17 14:15:00,101.145,101.125,101.155,101.125
101.145,101.155,101.115,101.14,-0.0049999999999954525,2016-10-17 14:30:00,101.14,101.145,101.155,101.115
101.14,101.155,101.105,101.145,0.0049999999999954525,2016-10-17 14:45:00,101.145,101.14,101.155,101.105
101.14,101.14,101.12,101.125,-0.01999999999999602,2016-10-17 15:00:00,101.125,101.14,101.14,101.12
101.125,101.15,101.085,101.15,0.025000000000005684,2016-10-17 15:15:00,101.15,101.125,101.15,101.085
101.15,101.15,101.085,101.09,-0.060000000000002274,2016-10-18 09:30:00,101.09,101.15,101.15,101.085
101.09,101.1,101.075,101.095,0.0049999999999954525,2016-10-18 09:45:00,101.095,101.09,101.1,101.075
101.095,101.13,101.095,101.13,0.03499999999999659,2016-10-18 10:00:00,101.13,101.095,101.13,101.095
101.13,101.13,101.105,101.11,-0.01999999999999602,2016-10-18 10:15:00,101.11,101.13,101.13,101.105
101.115,101.12,101.11,101.12,0.010000000000005116,2016-10-18 10:30:00,101.12,101.115,101.12,101.11
101.12,101.165,101.12,101.165,0.045000000000001705,2016-10-18 10:45:00,101.165,101.12,101.165,101.12
101.165,101.17,101.15,101.16,-0.005000000000009663,2016-10-18 11:00:00,101.16,101.165,101.17,101.15
101.16,101.165,101.15,101.16,0.0,2016-10-18 11:15:00,101.16,101.16,101.165,101.15
101.16,101.16,101.14,101.155,-0.0049999999999954525,2016-10-18 11:30:00,101.155,101.16,101.16,101.14
101.155,101.16,101.15,101.155,0.0,2016-10-18 13:15:00,101.155,101.155,101.16,101.15
101.155,101.155,101.135,101.14,-0.015000000000000568,2016-10-18 13:30:00,101.14,101.155,101.155,101.135
101.14,101.15,101.07,101.085,-0.05500000000000682,2016-10-18 13:45:00,101.085,101.14,101.15,101.07
101.085,101.105,101.05,101.105,0.020000000000010232,2016-10-18 14:00:00,101.105,101.085,101.105,101.05
101.105,101.105,101.06,101.085,-0.020000000000010232,2016-10-18 14:15:00,101.085,101.105,101.105,101.06
101.09,101.105,101.09,101.1,0.015000000000000568,2016-10-18 14:30:00,101.1,101.09,101.105,101.09
101.1,101.105,101.08,101.105,0.005000000000009663,2016-10-18 14:45:00,101.105,101.1,101.105,101.08
101.105,101.12,101.1,101.11,0.0049999999999954525,2016-10-18 15:00:00,101.11,101.105,101.12,101.1
101.11,101.11,101.07,101.095,-0.015000000000000568,2016-10-18 15:15:00,101.095,101.11,101.11,101.07
101.095,101.11,101.065,101.075,-0.01999999999999602,2016-10-19 09:30:00,101.075,101.095,101.11,101.065
101.075,101.1,101.075,101.085,0.009999999999990905,2016-10-19 09:45:00,101.085,101.075,101.1,101.075
101.085,101.085,101.02,101.055,-0.029999999999986926,2016-10-19 10:00:00,101.055,101.085,101.085,101.02
101.055,101.175,101.05,101.095,0.03999999999999204,2016-10-19 10:15:00,101.095,101.055,101.175,101.05
101.095,101.1,101.07,101.09,-0.0049999999999954525,2016-10-19 10:30:00,101.09,101.095,101.1,101.07
101.09,101.12,101.09,101.105,0.015000000000000568,2016-10-19 10:45:00,101.105,101.09,101.12,101.09
101.105,101.105,101.105,101.105,0.0,2016-10-19 11:00:00,101.105,101.105,101.105,101.105
101.105,101.14,101.105,101.13,0.024999999999991473,2016-10-19 11:15:00,101.13,101.105,101.14,101.105
101.135,101.175,101.13,101.165,0.0350000000000108,2016-10-19 11:30:00,101.165,101.135,101.175,101.13
101.165,101.21,101.165,101.21,0.044999999999987494,2016-10-19 13:15:00,101.21,101.165,101.21,101.165
101.21,101.25,101.21,101.235,0.025000000000005684,2016-10-19 13:30:00,101.235,101.21,101.25,101.21
101.235,101.26,101.225,101.24,0.0049999999999954525,2016-10-19 13:45:00,101.24,101.235,101.26,101.225
101.24,101.28,101.24,101.28,0.04000000000000625,2016-10-19 14:00:00,101.28,101.24,101.28,101.24
101.28,101.315,101.28,101.3,0.01999999999999602,2016-10-19 14:15:00,101.3,101.28,101.315,101.28
101.3,101.3,101.28,101.295,-0.0049999999999954525,2016-10-19 14:30:00,101.295,101.3,101.3,101.28
101.315,101.325,101.3,101.325,0.030000000000001137,2016-10-19 14:45:00,101.325,101.315,101.325,101.3
101.325,101.33,101.3,101.31,-0.015000000000000568,2016-10-19 15:00:00,101.31,101.325,101.33,101.3
101.31,101.315,101.3,101.3,-0.010000000000005116,2016-10-19 15:15:00,101.3,101.31,101.315,101.3
101.3,101.44,101.3,101.41,0.10999999999999943,2016-10-20 09:30:00,101.41,101.3,101.44,101.3
101.41,101.43,101.37,101.395,-0.015000000000000568,2016-10-20 09:45:00,101.395,101.41,101.43,101.37
101.395,101.395,101.3,101.375,-0.01999999999999602,2016-10-20 10:00:00,101.375,101.395,101.395,101.3
101.375,101.4,101.365,101.39,0.015000000000000568,2016-10-20 10:15:00,101.39,101.375,101.4,101.365
101.39,101.42,101.39,101.41,0.01999999999999602,2016-10-20 10:30:00,101.41,101.39,101.42,101.39
101.41,101.41,101.39,101.4,-0.009999999999990905,2016-10-20 10:45:00,101.4,101.41,101.41,101.39
101.4,101.4,101.38,101.39,-0.010000000000005116,2016-10-20 11:00:00,101.39,101.4,101.4,101.38
101.39,101.4,101.385,101.385,-0.0049999999999954525,2016-10-20 11:15:00,101.385,101.39,101.4,101.385
101.385,101.43,101.385,101.425,0.03999999999999204,2016-10-20 11:30:00,101.425,101.385,101.43,101.385
101.425,101.475,101.425,101.465,0.04000000000000625,2016-10-20 13:15:00,101.465,101.425,101.475,101.425
101.465,101.48,101.455,101.455,-0.010000000000005116,2016-10-20 13:30:00,101.455,101.465,101.48,101.455
101.455,101.48,101.455,101.475,0.01999999999999602,2016-10-20 13:45:00,101.475,101.455,101.48,101.455
101.475,101.515,101.475,101.505,0.030000000000001137,2016-10-20 14:00:00,101.505,101.475,101.515,101.475
101.505,101.505,101.405,101.465,-0.03999999999999204,2016-10-20 14:15:00,101.465,101.505,101.505,101.405
101.465,101.485,101.45,101.455,-0.010000000000005116,2016-10-20 14:30:00,101.455,101.465,101.485,101.45
101.455,101.49,101.455,101.49,0.03499999999999659,2016-10-20 14:45:00,101.49,101.455,101.49,101.455
101.49,101.5,101.47,101.475,-0.015000000000000568,2016-10-20 15:00:00,101.475,101.49,101.5,101.47
101.475,101.505,101.465,101.5,0.025000000000005684,2016-10-20 15:15:00,101.5,101.475,101.505,101.465
101.5,101.5,101.425,101.45,-0.04999999999999716,2016-10-21 09:30:00,101.45,101.5,101.5,101.425
101.45,101.45,101.41,101.45,0.0,2016-10-21 09:45:00,101.45,101.45,101.45,101.41
101.45,101.47,101.45,101.465,0.015000000000000568,2016-10-21 10:00:00,101.465,101.45,101.47,101.45
101.465,101.48,101.46,101.465,0.0,2016-10-21 10:15:00,101.465,101.465,101.48,101.46
101.465,101.49,101.465,101.485,0.01999999999999602,2016-10-21 10:30:00,101.485,101.465,101.49,101.465
101.485,101.495,101.475,101.495,0.010000000000005116,2016-10-21 10:45:00,101.495,101.485,101.495,101.475
101.495,101.56,101.495,101.54,0.045000000000001705,2016-10-21 11:00:00,101.54,101.495,101.56,101.495
101.54,101.55,101.53,101.535,-0.005000000000009663,2016-10-21 11:15:00,101.535,101.54,101.55,101.53
101.535,101.535,101.52,101.53,-0.0049999999999954525,2016-10-21 11:30:00,101.53,101.535,101.535,101.52
101.53,101.53,101.53,101.53,0.0,2016-10-21 13:15:00,101.53,101.53,101.53,101.53
101.53,101.53,101.51,101.525,-0.0049999999999954525,2016-10-21 13:30:00,101.525,101.53,101.53,101.51
101.525,101.535,101.52,101.525,0.0,2016-10-21 13:45:00,101.525,101.525,101.535,101.52
101.525,101.535,101.52,101.535,0.009999999999990905,2016-10-21 14:00:00,101.535,101.525,101.535,101.52
101.535,101.545,101.51,101.51,-0.024999999999991473,2016-10-21 14:15:00,101.51,101.535,101.545,101.51
101.51,101.52,101.51,101.515,0.0049999999999954525,2016-10-21 14:30:00,101.515,101.51,101.52,101.51
101.515,101.53,101.51,101.53,0.015000000000000568,2016-10-21 14:45:00,101.53,101.515,101.53,101.51
101.53,101.55,101.525,101.545,0.015000000000000568,2016-10-21 15:00:00,101.545,101.53,101.55,101.525
101.545,101.55,101.54,101.55,0.0049999999999954525,2016-10-21 15:15:00,101.55,101.545,101.55,101.54
101.55,101.55,101.45,101.48,-0.06999999999999318,2016-10-24 09:30:00,101.48,101.55,101.55,101.45
101.48,101.54,101.475,101.515,0.03499999999999659,2016-10-24 09:45:00,101.515,101.48,101.54,101.475
101.515,101.545,101.5,101.545,0.030000000000001137,2016-10-24 10:00:00,101.545,101.515,101.545,101.5
101.545,101.55,101.525,101.55,0.0049999999999954525,2016-10-24 10:15:00,101.55,101.545,101.55,101.525
101.55,101.6,101.55,101.6,0.04999999999999716,2016-10-24 10:30:00,101.6,101.55,101.6,101.55
101.6,101.6,101.575,101.575,-0.024999999999991473,2016-10-24 10:45:00,101.575,101.6,101.6,101.575
101.575,101.575,101.55,101.555,-0.01999999999999602,2016-10-24 11:00:00,101.555,101.575,101.575,101.55
101.555,101.555,101.5,101.5,-0.05500000000000682,2016-10-24 11:15:00,101.5,101.555,101.555,101.5
101.5,101.51,101.49,101.49,-0.010000000000005116,2016-10-24 11:30:00,101.49,101.5,101.51,101.49
101.49,101.495,101.42,101.42,-0.06999999999999318,2016-10-24 13:15:00,101.42,101.49,101.495,101.42
101.42,101.425,101.39,101.395,-0.025000000000005684,2016-10-24 13:30:00,101.395,101.42,101.425,101.39
101.395,101.42,101.38,101.405,0.010000000000005116,2016-10-24 13:45:00,101.405,101.395,101.42,101.38
101.405,101.41,101.375,101.38,-0.025000000000005684,2016-10-24 14:00:00,101.38,101.405,101.41,101.375
101.38,101.38,101.25,101.26,-0.11999999999999034,2016-10-24 14:15:00,101.26,101.38,101.38,101.25
101.26,101.26,101.195,101.195,-0.06500000000001194,2016-10-24 14:30:00,101.195,101.26,101.26,101.195
101.195,101.215,101.155,101.195,0.0,2016-10-24 14:45:00,101.195,101.195,101.215,101.155
101.195,101.195,101.085,101.09,-0.10499999999998977,2016-10-24 15:00:00,101.09,101.195,101.195,101.085
101.09,101.1,101.05,101.08,-0.010000000000005116,2016-10-24 15:15:00,101.08,101.09,101.1,101.05
101.08,101.1,101.02,101.07,-0.010000000000005116,2016-10-25 09:30:00,101.07,101.08,101.1,101.02
101.07,101.13,101.07,101.13,0.060000000000002274,2016-10-25 09:45:00,101.13,101.07,101.13,101.07
101.13,101.135,101.055,101.08,-0.04999999999999716,2016-10-25 10:00:00,101.08,101.13,101.135,101.055
101.08,101.105,101.055,101.065,-0.015000000000000568,2016-10-25 10:15:00,101.065,101.08,101.105,101.055
101.065,101.065,101.03,101.055,-0.009999999999990905,2016-10-25 10:30:00,101.055,101.065,101.065,101.03
101.055,101.06,101.015,101.04,-0.015000000000000568,2016-10-25 10:45:00,101.04,101.055,101.06,101.015
101.04,101.04,100.95,100.95,-0.09000000000000341,2016-10-25 11:00:00,100.95,101.04,101.04,100.95
100.95,101.015,100.95,101.005,0.05499999999999261,2016-10-25 11:15:00,101.005,100.95,101.015,100.95
101.005,101.01,100.99,100.99,-0.015000000000000568,2016-10-25 11:30:00,100.99,101.005,101.01,100.99
100.99,101.03,100.985,101.03,0.04000000000000625,2016-10-25 13:15:00,101.03,100.99,101.03,100.985
101.03,101.04,101.015,101.035,0.0049999999999954525,2016-10-25 13:30:00,101.035,101.03,101.04,101.015
101.035,101.045,101.025,101.03,-0.0049999999999954525,2016-10-25 13:45:00,101.03,101.035,101.045,101.025
101.03,101.04,101.02,101.03,0.0,2016-10-25 14:00:00,101.03,101.03,101.04,101.02
101.03,101.035,101.0,101.0,-0.030000000000001137,2016-10-25 14:15:00,101.0,101.03,101.035,101.0
101.0,101.0,100.925,100.94,-0.060000000000002274,2016-10-25 14:30:00,100.94,101.0,101.0,100.925
100.94,100.95,100.88,100.88,-0.060000000000002274,2016-10-25 14:45:00,100.88,100.94,100.95,100.88
100.875,100.96,100.87,100.925,0.045000000000001705,2016-10-25 15:00:00,100.925,100.875,100.96,100.87
100.925,100.94,100.915,100.925,0.0,2016-10-25 15:15:00,100.925,100.925,100.94,100.915
100.8,100.8,100.655,100.775,-0.14999999999999147,2016-10-26 09:30:00,100.775,100.8,100.8,100.655
100.785,100.88,100.785,100.845,0.06999999999999318,2016-10-26 09:45:00,100.845,100.785,100.88,100.785
100.845,100.85,100.785,100.79,-0.05499999999999261,2016-10-26 10:00:00,100.79,100.845,100.85,100.785
100.79,100.79,100.74,100.78,-0.010000000000005116,2016-10-26 10:15:00,100.78,100.79,100.79,100.74
100.78,100.815,100.75,100.8,0.01999999999999602,2016-10-26 10:30:00,100.8,100.78,100.815,100.75
100.8,100.825,100.78,100.81,0.010000000000005116,2016-10-26 10:45:00,100.81,100.8,100.825,100.78
100.81,100.81,100.77,100.78,-0.030000000000001137,2016-10-26 11:00:00,100.78,100.81,100.81,100.77
100.78,100.825,100.78,100.8,0.01999999999999602,2016-10-26 11:15:00,100.8,100.78,100.825,100.78
100.8,100.815,100.75,100.75,-0.04999999999999716,2016-10-26 11:30:00,100.75,100.8,100.815,100.75
100.75,100.785,100.71,100.72,-0.030000000000001137,2016-10-26 13:15:00,100.72,100.75,100.785,100.71
100.72,100.765,100.715,100.74,0.01999999999999602,2016-10-26 13:30:00,100.74,100.72,100.765,100.715
100.74,100.745,100.645,100.665,-0.07499999999998863,2016-10-26 13:45:00,100.665,100.74,100.745,100.645
100.665,100.665,100.61,100.65,-0.015000000000000568,2016-10-26 14:00:00,100.65,100.665,100.665,100.61
100.655,100.66,100.615,100.615,-0.0350000000000108,2016-10-26 14:15:00,100.615,100.655,100.66,100.615
100.615,100.635,100.595,100.63,0.015000000000000568,2016-10-26 14:30:00,100.63,100.615,100.635,100.595
100.63,100.64,100.6,100.61,-0.01999999999999602,2016-10-26 14:45:00,100.61,100.63,100.64,100.6
100.61,100.685,100.61,100.65,0.04000000000000625,2016-10-26 15:00:00,100.65,100.61,100.685,100.61
100.67,100.675,100.66,100.675,0.024999999999991473,2016-10-26 15:15:00,100.675,100.67,100.675,100.66
100.7,100.76,100.62,100.705,0.030000000000001137,2016-10-27 09:30:00,100.705,100.7,100.76,100.62
100.705,100.74,100.605,100.605,-0.09999999999999432,2016-10-27 09:45:00,100.605,100.705,100.74,100.605
100.605,100.64,100.58,100.635,0.030000000000001137,2016-10-27 10:00:00,100.635,100.605,100.64,100.58
100.635,100.68,100.62,100.665,0.030000000000001137,2016-10-27 10:15:00,100.665,100.635,100.68,100.62
100.665,100.74,100.665,100.71,0.044999999999987494,2016-10-27 10:30:00,100.71,100.665,100.74,100.665
100.705,100.715,100.65,100.665,-0.044999999999987494,2016-10-27 10:45:00,100.665,100.705,100.715,100.65
100.665,100.68,100.635,100.635,-0.030000000000001137,2016-10-27 11:00:00,100.635,100.665,100.68,100.635
100.635,100.685,100.625,100.68,0.045000000000001705,2016-10-27 11:15:00,100.68,100.635,100.685,100.625
100.68,100.7,100.67,100.67,-0.010000000000005116,2016-10-27 11:30:00,100.67,100.68,100.7,100.67
100.67,100.705,100.67,100.7,0.030000000000001137,2016-10-27 13:15:00,100.7,100.67,100.705,100.67
100.7,100.77,100.7,100.745,0.045000000000001705,2016-10-27 13:30:00,100.745,100.7,100.77,100.7
100.745,100.81,100.745,100.8,0.05499999999999261,2016-10-27 13:45:00,100.8,100.745,100.81,100.745
100.8,100.815,100.755,100.8,0.0,2016-10-27 14:00:00,100.8,100.8,100.815,100.755
100.8,100.8,100.78,100.79,-0.009999999999990905,2016-10-27 14:15:00,100.79,100.8,100.8,100.78
100.785,100.845,100.785,100.84,0.04999999999999716,2016-10-27 14:30:00,100.84,100.785,100.845,100.785
100.845,100.845,100.78,100.79,-0.04999999999999716,2016-10-27 14:45:00,100.79,100.845,100.845,100.78
100.79,100.87,100.79,100.87,0.0799999999999983,2016-10-27 15:00:00,100.87,100.79,100.87,100.79
100.87,100.87,100.83,100.835,-0.0350000000000108,2016-10-27 15:15:00,100.835,100.87,100.87,100.83
100.755,100.8,100.75,100.785,-0.04999999999999716,2016-10-28 09:30:00,100.785,100.755,100.8,100.75
100.785,100.81,100.76,100.81,0.025000000000005684,2016-10-28 09:45:00,100.81,100.785,100.81,100.76
100.815,100.87,100.815,100.84,0.030000000000001137,2016-10-28 10:00:00,100.84,100.815,100.87,100.815
100.84,100.845,100.81,100.815,-0.025000000000005684,2016-10-28 10:15:00,100.815,100.84,100.845,100.81
100.815,100.87,100.8,100.87,0.05500000000000682,2016-10-28 10:30:00,100.87,100.815,100.87,100.8
100.87,100.87,100.86,100.865,-0.005000000000009663,2016-10-28 10:45:00,100.865,100.87,100.87,100.86
100.865,100.865,100.835,100.845,-0.01999999999999602,2016-10-28 11:00:00,100.845,100.865,100.865,100.835
100.845,100.855,100.815,100.825,-0.01999999999999602,2016-10-28 11:15:00,100.825,100.845,100.855,100.815
100.825,100.86,100.82,100.855,0.030000000000001137,2016-10-28 11:30:00,100.855,100.825,100.86,100.82
100.855,100.86,100.8,100.81,-0.045000000000001705,2016-10-28 13:15:00,100.81,100.855,100.86,100.8
100.81,100.81,100.76,100.76,-0.04999999999999716,2016-10-28 13:30:00,100.76,100.81,100.81,100.76
100.76,100.805,100.76,100.78,0.01999999999999602,2016-10-28 13:45:00,100.78,100.76,100.805,100.76
100.78,100.81,100.77,100.805,0.025000000000005684,2016-10-28 14:00:00,100.805,100.78,100.81,100.77
100.805,100.825,100.805,100.82,0.014999999999986358,2016-10-28 14:15:00,100.82,100.805,100.825,100.805
100.82,100.89,100.82,100.885,0.06500000000001194,2016-10-28 14:30:00,100.885,100.82,100.89,100.82
100.885,100.9,100.87,100.88,-0.005000000000009663,2016-10-28 14:45:00,100.88,100.885,100.9,100.87
100.88,100.96,100.88,100.94,0.060000000000002274,2016-10-28 15:00:00,100.94,100.88,100.96,100.88
100.94,100.94,100.915,100.935,-0.0049999999999954525,2016-10-28 15:15:00,100.935,100.94,100.94,100.915
100.935,100.935,100.785,100.8,-0.13500000000000512,2016-10-31 09:30:00,100.8,100.935,100.935,100.785
100.795,100.865,100.78,100.795,-0.0049999999999954525,2016-10-31 09:45:00,100.795,100.795,100.865,100.78
100.795,100.81,100.785,100.805,0.010000000000005116,2016-10-31 10:00:00,100.805,100.795,100.81,100.785
100.805,100.805,100.765,100.77,-0.0350000000000108,2016-10-31 10:15:00,100.77,100.805,100.805,100.765
